session_id,app_start_time,game_count,level_of_difficulty_type_id,level_of_difficulty_type,low_range,high_range,range_size,winning_number,game_start_time,total_guesses,total_hints,total_guess_errors,outcome_id,outcome_type_id,outcome_type,score,feedback_type,improvement_area_id,recommendation_type,game_end_time,total_duration,won,play_again
317,2022-03-04 18:13:10,8,3.0,hard,1,1000,1000,283.0,2022-03-04 18:15:01,3.0,1.0,1,494.0,1.0,win,50.0,recommendation,,target score,2022-03-04 18:15:18,17.0,1,1.0
317,2022-03-04 18:13:10,8,3.0,hard,1,1000,1000,889.0,2022-03-04 18:15:25,3.0,2.0,0,495.0,1.0,win,50.0,improvement,1.0,,2022-03-04 18:16:08,43.0,1,1.0
317,2022-03-04 18:13:10,8,4.0,custom,4,9,6,7.0,2022-03-04 18:16:18,5.0,2.0,2,496.0,1.0,win,60.0,recommendation,,target score,2022-03-04 18:16:48,30.000000000000004,1,1.0
317,2022-03-04 18:13:10,8,4.0,custom,7,10,4,10.0,2022-03-04 18:17:08,2.0,1.0,0,497.0,1.0,win,90.0,recommendation,,level of difficulty,2022-03-04 18:17:19,11.0,1,0.0
318,2022-03-04 18:24:38,5,1.0,easy,1,10,10,6.0,2022-03-04 18:25:01,3.0,2.0,0,498.0,1.0,win,80.0,,,,2022-03-04 18:25:19,18.0,1,1.0
318,2022-03-04 18:24:38,5,1.0,easy,1,10,10,2.0,2022-03-04 18:25:28,2.0,1.0,0,499.0,1.0,win,90.0,recommendation,,level of difficulty,2022-03-04 18:25:39,11.0,1,1.0
318,2022-03-04 18:24:38,5,2.0,medium,1,100,100,46.0,2022-03-04 18:25:44,4.0,3.0,0,500.0,1.0,win,40.0,improvement,1.0,,2022-03-04 18:26:13,29.000000000000004,1,1.0
318,2022-03-04 18:24:38,5,3.0,hard,1,1000,1000,853.0,2022-03-04 18:26:23,4.0,3.0,0,501.0,1.0,win,25.0,recommendation,,target score,2022-03-04 18:27:04,41.0,1,1.0
318,2022-03-04 18:24:38,5,4.0,custom,9,11,3,9.0,2022-03-04 18:27:21,4.0,1.0,2,502.0,1.0,win,70.0,recommendation,,target score,2022-03-04 18:27:42,21.0,1,0.0
319,2022-03-05 05:04:20,1,1.0,easy,1,10,10,2.0,2022-03-05 05:04:48,3.0,2.0,0,503.0,1.0,win,80.0,improvement,2.0,,2022-03-05 05:05:06,18.0,1,0.0
320,2022-03-05 05:06:29,1,1.0,easy,1,10,10,7.0,2022-03-05 05:06:55,1.0,,0,504.0,1.0,win,100.0,,,,2022-03-05 05:06:59,4.0,1,0.0
321,2022-03-05 05:09:14,7,1.0,easy,1,10,10,4.0,2022-03-05 05:09:45,1.0,,0,505.0,1.0,win,100.0,,,,2022-03-05 05:09:49,4.0,1,1.0
321,2022-03-05 05:09:14,7,1.0,easy,1,10,10,5.0,2022-03-05 05:09:56,5.0,2.0,2,506.0,1.0,win,60.0,recommendation,,target score,2022-03-05 05:10:33,37.0,1,1.0
321,2022-03-05 05:09:14,7,1.0,easy,1,10,10,2.0,2022-03-05 05:10:48,1.0,,0,507.0,1.0,win,100.0,recommendation,,level of difficulty,2022-03-05 05:10:53,5.0,1,1.0
321,2022-03-05 05:09:14,7,2.0,medium,1,100,100,52.0,2022-03-05 05:11:06,4.0,3.0,0,508.0,1.0,win,40.0,improvement,1.0,,2022-03-05 05:11:29,23.0,1,1.0
321,2022-03-05 05:09:14,7,2.0,medium,1,100,100,91.0,2022-03-05 05:11:40,4.0,3.0,0,509.0,1.0,win,40.0,recommendation,,target score,2022-03-05 05:12:55,75.0,1,1.0
321,2022-03-05 05:09:14,7,3.0,hard,1,1000,1000,736.0,2022-03-05 05:13:00,3.0,2.0,1,510.0,2.0,lose,,,,,2022-03-05 05:13:39,39.0,0,1.0
321,2022-03-05 05:09:14,7,4.0,custom,6,30,25,6.0,2022-03-05 05:14:10,5.0,4.0,0,512.0,1.0,win,60.0,recommendation,,target score,2022-03-05 05:14:54,44.0,1,0.0
322,2022-03-05 05:45:51,1,1.0,easy,1,10,10,7.0,2022-03-05 05:46:18,2.0,1.0,0,,,,,,,,,,0,
323,2022-03-05 05:47:06,4,1.0,easy,1,10,10,5.0,2022-03-05 05:47:33,4.0,3.0,0,513.0,1.0,win,70.0,improvement,2.0,,2022-03-05 05:47:54,21.0,1,1.0
323,2022-03-05 05:47:06,4,1.0,easy,1,10,10,6.0,2022-03-05 05:48:01,3.0,2.0,0,514.0,1.0,win,80.0,recommendation,,target score,2022-03-05 05:48:14,13.0,1,1.0
323,2022-03-05 05:47:06,4,2.0,medium,1,100,100,88.0,2022-03-05 05:48:19,4.0,3.0,0,515.0,1.0,win,40.0,recommendation,,target score,2022-03-05 05:48:44,25.0,1,1.0
323,2022-03-05 05:47:06,4,3.0,hard,1,1000,1000,101.0,2022-03-05 05:48:52,3.0,3.0,0,516.0,2.0,lose,,,,,2022-03-05 05:49:21,29.000000000000004,0,1.0
326,2022-03-14 20:40:26,6,1.0,easy,1,10,10,2.0,2022-03-14 20:40:51,2.0,1.0,0,517.0,1.0,win,90.0,,,,2022-03-14 20:41:01,10.0,1,1.0
326,2022-03-14 20:40:26,6,1.0,easy,1,10,10,7.0,2022-03-14 20:41:07,2.0,1.0,0,518.0,1.0,win,90.0,recommendation,,level of difficulty,2022-03-14 20:41:15,8.0,1,1.0
326,2022-03-14 20:40:26,6,2.0,medium,1,100,100,50.0,2022-03-14 20:41:21,4.0,3.0,0,519.0,1.0,win,40.0,recommendation,,target score,2022-03-14 20:41:48,27.0,1,1.0
326,2022-03-14 20:40:26,6,3.0,hard,1,1000,1000,359.0,2022-03-14 20:41:54,2.0,1.0,0,520.0,1.0,win,75.0,recommendation,,level of difficulty,2022-03-14 20:42:14,20.0,1,1.0
326,2022-03-14 20:40:26,6,4.0,custom,1,110,110,25.0,2022-03-14 20:42:34,3.0,1.0,1,521.0,1.0,win,80.0,recommendation,,target score,2022-03-14 20:42:51,17.0,1,1.0
326,2022-03-14 20:40:26,6,3.0,hard,1,1000,1000,812.0,2022-03-14 20:43:02,3.0,3.0,0,522.0,2.0,lose,,improvement,2.0,,2022-03-14 20:43:24,22.0,0,0.0
327,2022-03-22 18:44:02,2,1.0,easy,1,10,10,1.0,2022-03-22 18:44:25,3.0,2.0,0,523.0,1.0,win,80.0,improvement,1.0,,2022-03-22 18:44:50,25.0,1,1.0
327,2022-03-22 18:44:02,2,1.0,easy,1,10,10,5.0,2022-03-22 18:44:58,1.0,,0,524.0,1.0,win,100.0,,,,2022-03-22 18:45:01,3.0,1,0.0
328,2022-03-22 18:46:30,8,1.0,easy,1,10,10,2.0,2022-03-22 18:47:22,3.0,2.0,0,525.0,1.0,win,80.0,,,,2022-03-22 18:47:37,15.000000000000002,1,1.0
328,2022-03-22 18:46:30,8,1.0,easy,1,10,10,3.0,2022-03-22 18:47:45,1.0,,0,526.0,1.0,win,100.0,recommendation,,level of difficulty,2022-03-22 18:47:49,4.0,1,1.0
328,2022-03-22 18:46:30,8,2.0,medium,1,100,100,54.0,2022-03-22 18:47:57,3.0,2.0,0,527.0,1.0,win,60.0,recommendation,,target score,2022-03-22 18:48:27,30.000000000000004,1,1.0
328,2022-03-22 18:46:30,8,2.0,medium,1,100,100,6.0,2022-03-22 18:48:32,5.0,4.0,0,528.0,1.0,win,20.0,recommendation,,target score,2022-03-22 18:49:15,43.0,1,1.0
328,2022-03-22 18:46:30,8,2.0,medium,1,100,100,77.0,2022-03-22 18:49:21,4.0,3.0,0,529.0,1.0,win,40.0,improvement,4.0,,2022-03-22 18:49:42,21.0,1,1.0
328,2022-03-22 18:46:30,8,3.0,hard,1,1000,1000,160.0,2022-03-22 18:49:48,3.0,2.0,0,530.0,1.0,win,50.0,recommendation,,target score,2022-03-22 18:50:05,17.0,1,1.0
328,2022-03-22 18:46:30,8,3.0,hard,1,1000,1000,157.0,2022-03-22 18:50:09,3.0,3.0,0,531.0,2.0,lose,,,,,2022-03-22 18:50:55,46.0,0,1.0
328,2022-03-22 18:46:30,8,4.0,custom,5,11,7,8.0,2022-03-22 18:51:21,5.0,2.0,2,533.0,1.0,win,60.0,recommendation,,target score,2022-03-22 18:51:48,27.0,1,0.0
329,2022-03-22 18:58:44,2,1.0,easy,1,10,10,7.0,2022-03-22 18:59:58,2.0,1.0,0,534.0,1.0,win,90.0,,,,2022-03-22 19:00:07,9.0,1,1.0
329,2022-03-22 18:58:44,2,1.0,easy,1,10,10,9.0,2022-03-22 19:00:11,2.0,1.0,0,535.0,1.0,win,90.0,recommendation,,level of difficulty,2022-03-22 19:00:20,9.0,1,0.0
330,2022-03-22 19:00:56,2,1.0,easy,1,10,10,9.0,2022-03-22 19:01:18,1.0,1.0,0,536.0,3.0,quit,,,,,2022-03-22 19:01:25,7.0,0,1.0
330,2022-03-22 19:00:56,2,1.0,easy,1,10,10,8.0,2022-03-22 19:01:28,1.0,,0,537.0,1.0,win,100.0,recommendation,,level of difficulty,2022-03-22 19:01:33,5.0,1,0.0
331,2022-03-22 19:14:16,8,4.0,custom,10,99,90,98.0,2022-03-22 19:14:55,4.0,2.0,1,538.0,1.0,win,70.0,,,,2022-03-22 19:15:19,24.0,1,1.0
331,2022-03-22 19:14:16,8,4.0,custom,10,99,90,66.0,2022-03-22 19:15:32,3.0,2.0,0,539.0,1.0,win,80.0,,,,2022-03-22 19:16:01,29.000000000000004,1,1.0
331,2022-03-22 19:14:16,8,4.0,custom,10,99,90,79.0,2022-03-22 19:16:17,3.0,2.0,0,540.0,1.0,win,80.0,,,,2022-03-22 19:16:42,25.0,1,1.0
331,2022-03-22 19:14:16,8,1.0,easy,1,10,10,9.0,2022-03-22 19:16:54,3.0,2.0,0,541.0,1.0,win,80.0,,,,2022-03-22 19:17:05,11.0,1,1.0
331,2022-03-22 19:14:16,8,1.0,easy,1,10,10,6.0,2022-03-22 19:17:09,4.0,3.0,0,542.0,1.0,win,70.0,,,,2022-03-22 19:17:26,17.0,1,1.0
331,2022-03-22 19:14:16,8,1.0,easy,1,10,10,7.0,2022-03-22 19:17:28,3.0,2.0,0,543.0,1.0,win,80.0,,,,2022-03-22 19:17:40,12.0,1,1.0
331,2022-03-22 19:14:16,8,1.0,easy,1,10,10,9.0,2022-03-22 19:17:43,3.0,2.0,0,544.0,1.0,win,80.0,,,,2022-03-22 19:17:56,13.0,1,1.0
331,2022-03-22 19:14:16,8,1.0,easy,1,10,10,10.0,2022-03-22 19:17:59,2.0,1.0,0,545.0,1.0,win,90.0,,,,2022-03-22 19:18:07,8.0,1,0.0
332,2022-03-22 19:27:49,2,4.0,custom,10,55,46,38.0,2022-03-22 19:28:20,3.0,2.0,0,546.0,1.0,win,80.0,improvement,4.0,,2022-03-22 19:28:48,28.0,1,1.0
332,2022-03-22 19:27:49,2,4.0,custom,10,55,46,47.0,2022-03-22 19:28:59,2.0,1.0,0,547.0,1.0,win,90.0,recommendation,,level of difficulty,2022-03-22 19:29:14,15.000000000000002,1,0.0
333,2022-03-22 19:29:37,3,1.0,easy,1,10,10,9.0,2022-03-22 19:29:57,1.0,1.0,0,548.0,3.0,quit,,,,,2022-03-22 19:30:03,6.0,0,1.0
333,2022-03-22 19:29:37,3,1.0,easy,1,10,10,10.0,2022-03-22 19:30:07,3.0,2.0,0,549.0,1.0,win,80.0,,,,2022-03-22 19:30:20,13.0,1,1.0
333,2022-03-22 19:29:37,3,1.0,easy,1,10,10,6.0,2022-03-22 19:30:23,2.0,1.0,0,550.0,1.0,win,90.0,recommendation,,level of difficulty,2022-03-22 19:30:32,9.0,1,0.0
334,2022-04-16 20:03:45,4,1.0,easy,1,10,10,7.0,2022-04-16 20:04:35,1.0,,0,551.0,1.0,win,100.0,,,,2022-04-16 20:04:39,4.0,1,1.0
334,2022-04-16 20:03:45,4,1.0,easy,1,10,10,8.0,2022-04-16 20:04:44,3.0,2.0,0,552.0,1.0,win,80.0,recommendation,,target score,2022-04-16 20:04:58,14.0,1,1.0
334,2022-04-16 20:03:45,4,1.0,easy,1,10,10,9.0,2022-04-16 20:05:03,2.0,1.0,0,553.0,1.0,win,90.0,recommendation,,level of difficulty,2022-04-16 20:05:11,8.0,1,1.0
334,2022-04-16 20:03:45,4,2.0,medium,1,100,100,35.0,2022-04-16 20:05:16,3.0,2.0,0,554.0,1.0,win,60.0,recommendation,,target score,2022-04-16 20:05:44,28.0,1,0.0
335,2022-05-01 20:41:16,4,1.0,easy,1,10,10,1.0,2022-05-01 20:42:11,2.0,1.0,0,555.0,1.0,win,90.0,,,,2022-05-01 20:42:25,14.0,1,1.0
335,2022-05-01 20:41:16,4,2.0,medium,1,100,100,44.0,2022-05-01 20:42:32,2.0,1.0,0,556.0,1.0,win,80.0,recommendation,,level of difficulty,2022-05-01 20:42:45,13.0,1,1.0
335,2022-05-01 20:41:16,4,3.0,hard,1,1000,1000,351.0,2022-05-01 20:42:53,3.0,3.0,0,557.0,2.0,lose,,improvement,1.0,,2022-05-01 20:43:15,22.0,0,1.0
335,2022-05-01 20:41:16,4,4.0,custom,1,30,30,8.0,2022-05-01 20:43:38,5.0,2.0,2,558.0,1.0,win,60.0,recommendation,,target score,2022-05-01 20:44:07,29.000000000000004,1,0.0
337,2022-05-15 03:43:09,2,1.0,easy,1,10,10,6.0,2022-05-15 03:43:35,2.0,1.0,0,559.0,1.0,win,90.0,,,,2022-05-15 03:43:46,11.0,1,1.0
337,2022-05-15 03:43:09,2,2.0,medium,1,100,100,9.0,2022-05-15 03:43:55,3.0,2.0,0,560.0,1.0,win,60.0,improvement,2.0,,2022-05-15 03:44:14,19.0,1,0.0
338,2022-06-26 15:52:34,2,1.0,easy,1,10,10,6.0,2022-06-26 15:54:16,3.0,2.0,0,561.0,1.0,win,80.0,,,,2022-06-26 15:54:43,27.0,1,1.0
338,2022-06-26 15:52:34,2,2.0,medium,1,100,100,40.0,2022-06-26 15:54:56,5.0,4.0,0,562.0,2.0,lose,,improvement,5.0,,2022-06-26 16:02:26,450.0,0,1.0
