session_id,app_start_time,game_count,game_id,level_of_difficulty_type_id,level_of_difficulty_type,low_range,high_range,range_size,winning_number,game_start_time,total_guesses,total_hints,total_guess_errors,guess_id,hint_type_id,hint_type,hint,hint_number,guess_entry_time,avg_guess_time,positive_feedback_percent,guess,feedback,guess_error,guess_error_type_id,guess_error_type,outcome_id,outcome_type_id,outcome_type,score,feedback_type,improvement_area_id,recommendation_type,game_end_time,guess_time_ratio,total_duration,won,win_game_percent,play_again
56,2022-01-14 19:18:35,4,96.0,2.0,medium,1,100,100,39.0,2022-01-14 19:18:43,3.0,2.0,0,306.0,1.0,factor,Nice try!  Hint: It is divisible by 3.,1.0,2022-01-14 19:18:48,0.0,,5,,0.0,,,91.0,1.0,win,60.0,,,,2022-01-14 19:19:17,4.6,34.0,1,1.0,1.0
56,2022-01-14 19:18:35,4,96.0,2.0,medium,1,100,100,39.0,2022-01-14 19:18:43,3.0,2.0,0,307.0,2.0,multiple,Nice try!  Hint: 117 is a multiple.,2.0,2022-01-14 19:18:54,0.0,1.0,21,good,0.0,,,91.0,1.0,win,60.0,,,,2022-01-14 19:19:17,4.6,34.0,1,1.0,1.0
56,2022-01-14 19:18:35,4,96.0,2.0,medium,1,100,100,39.0,2022-01-14 19:18:43,3.0,2.0,0,308.0,,,,,2022-01-14 19:19:17,0.0,1.0,39,,0.0,,,91.0,1.0,win,60.0,,,,2022-01-14 19:19:17,4.6,34.0,1,1.0,1.0
56,2022-01-14 19:18:35,4,97.0,2.0,medium,1,100,100,18.0,2022-01-14 19:19:20,3.0,2.0,0,309.0,6.0,perfect_cube,Nice try!  Hint: All of its digits are perfect cubes.,1.0,2022-01-14 19:19:27,0.0,1.0,72,,0.0,,,92.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 19:19:49,1.85714,29.000000000000004,1,1.0,1.0
56,2022-01-14 19:18:35,4,97.0,2.0,medium,1,100,100,18.0,2022-01-14 19:19:20,3.0,2.0,0,310.0,2.0,multiple,Nice try!  Hint: 18 is a multiple.,2.0,2022-01-14 19:19:36,0.0,1.0,81,good,0.0,,,92.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 19:19:49,1.85714,29.000000000000004,1,1.0,1.0
56,2022-01-14 19:18:35,4,97.0,2.0,medium,1,100,100,18.0,2022-01-14 19:19:20,3.0,2.0,0,311.0,,,,,2022-01-14 19:19:49,0.0,1.0,18,,0.0,,,92.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 19:19:49,1.85714,29.000000000000004,1,1.0,1.0
56,2022-01-14 19:18:35,4,98.0,3.0,hard,1,1000,1000,233.0,2022-01-14 19:19:55,4.0,3.0,0,312.0,3.0,prime,Nice try!  Hint: It is a prime number.,1.0,2022-01-14 19:20:02,0.0,1.0,600,,0.0,,,93.0,1.0,win,25.0,improvement,7.0,,2022-01-14 19:21:00,3.71429,65.0,1,1.0,1.0
56,2022-01-14 19:18:35,4,98.0,3.0,hard,1,1000,1000,233.0,2022-01-14 19:19:55,4.0,3.0,0,313.0,7.0,digit_sum,Nice try!  Hint: The sum of its digits is 8.,2.0,2022-01-14 19:20:28,0.0,1.0,89,good,0.0,,,93.0,1.0,win,25.0,improvement,7.0,,2022-01-14 19:21:00,3.71429,65.0,1,1.0,1.0
56,2022-01-14 19:18:35,4,98.0,3.0,hard,1,1000,1000,233.0,2022-01-14 19:19:55,4.0,3.0,0,314.0,2.0,multiple,Nice try!  Hint: 466 is a multiple.,3.0,2022-01-14 19:20:44,0.0,0.75,253,bad,0.0,,,93.0,1.0,win,25.0,improvement,7.0,,2022-01-14 19:21:00,3.71429,65.0,1,1.0,1.0
56,2022-01-14 19:18:35,4,98.0,3.0,hard,1,1000,1000,233.0,2022-01-14 19:19:55,4.0,3.0,0,315.0,,,,,2022-01-14 19:21:00,0.0,0.75,233,,0.0,,,93.0,1.0,win,25.0,improvement,7.0,,2022-01-14 19:21:00,3.71429,65.0,1,1.0,1.0
57,2022-01-20 09:24:30,1,100.0,3.0,hard,1,1000,1000,346.0,2022-01-20 09:24:43,3.0,2.0,0,319.0,1.0,factor,Nice try!  Hint: It has 4 factor(s).,1.0,2022-01-20 09:24:49,0.0,,250,,0.0,,,95.0,1.0,win,50.0,,,,2022-01-20 09:26:16,10.16667,93.0,1,1.0,1.0
57,2022-01-20 09:24:30,1,100.0,3.0,hard,1,1000,1000,346.0,2022-01-20 09:24:43,3.0,2.0,0,320.0,2.0,multiple,Nice try!  Hint: 346 is a multiple.,2.0,2022-01-20 09:25:50,0.0,1.0,27,good,0.0,,,95.0,1.0,win,50.0,,,,2022-01-20 09:26:16,10.16667,93.0,1,1.0,1.0
57,2022-01-20 09:24:30,1,100.0,3.0,hard,1,1000,1000,346.0,2022-01-20 09:24:43,3.0,2.0,0,321.0,,,,,2022-01-20 09:26:16,0.0,1.0,346,,0.0,,,95.0,1.0,win,50.0,,,,2022-01-20 09:26:16,10.16667,93.0,1,1.0,1.0
58,2022-01-20 10:23:34,2,101.0,2.0,medium,1,100,100,52.0,2022-01-20 10:24:15,2.0,1.0,0,322.0,1.0,factor,Nice try!  Hint: It is divisible by 26.,1.0,2022-01-20 10:24:26,0.0,,50,,0.0,,,96.0,1.0,win,80.0,,,,2022-01-20 10:24:34,1.375,19.0,1,1.0,1.0
58,2022-01-20 10:23:34,2,101.0,2.0,medium,1,100,100,52.0,2022-01-20 10:24:15,2.0,1.0,0,323.0,,,,,2022-01-20 10:24:34,0.0,,52,,0.0,,,96.0,1.0,win,80.0,,,,2022-01-20 10:24:34,1.375,19.0,1,1.0,1.0
58,2022-01-20 10:23:34,2,102.0,1.0,easy,1,10,10,4.0,2022-01-20 10:25:20,3.0,2.0,0,324.0,5.0,perfect_square,Nice try!  Hint: It is a perfect square.,1.0,2022-01-20 10:25:27,0.0,,8,,0.0,,,97.0,1.0,win,80.0,,,,2022-01-20 10:26:12,4.57143,52.0,1,1.0,0.0
58,2022-01-20 10:23:34,2,102.0,1.0,easy,1,10,10,4.0,2022-01-20 10:25:20,3.0,2.0,0,325.0,2.0,multiple,Nice try!  Hint: 12 is a multiple.,2.0,2022-01-20 10:25:59,0.0,1.0,9,good,0.0,,,97.0,1.0,win,80.0,,,,2022-01-20 10:26:12,4.57143,52.0,1,1.0,0.0
58,2022-01-20 10:23:34,2,102.0,1.0,easy,1,10,10,4.0,2022-01-20 10:25:20,3.0,2.0,0,326.0,,,,,2022-01-20 10:26:12,0.0,1.0,4,,0.0,,,97.0,1.0,win,80.0,,,,2022-01-20 10:26:12,4.57143,52.0,1,1.0,0.0
59,2022-01-20 10:27:44,2,104.0,4.0,custom,25,75,51,60.0,2022-01-20 10:33:15,2.0,1.0,0,330.0,1.0,factor,Nice try!  Hint: It is divisible by 20.,1.0,2022-01-20 10:33:25,0.0,0.5,30,,0.0,,,99.0,1.0,win,90.0,,,,2022-01-20 10:33:35,1.0,20.0,1,1.0,0.0
59,2022-01-20 10:27:44,2,104.0,4.0,custom,25,75,51,60.0,2022-01-20 10:33:15,2.0,1.0,0,331.0,,,,,2022-01-20 10:33:35,0.0,0.5,60,,0.0,,,99.0,1.0,win,90.0,,,,2022-01-20 10:33:35,1.0,20.0,1,1.0,0.0
60,2022-01-20 10:36:36,3,105.0,2.0,medium,1,100,100,9.0,2022-01-20 10:36:52,5.0,4.0,0,332.0,4.0,even_odd,Nice try!  Hint: It is an odd number.,1.0,2022-01-20 10:37:05,0.0,,40,,0.0,,,100.0,1.0,win,20.0,improvement,2.0,,2022-01-20 10:38:34,3.61538,102.0,1,1.0,1.0
60,2022-01-20 10:36:36,3,105.0,2.0,medium,1,100,100,9.0,2022-01-20 10:36:52,5.0,4.0,0,333.0,5.0,perfect_square,Nice try!  Hint: It is a perfect square.,2.0,2022-01-20 10:37:18,0.0,1.0,57,good,0.0,,,100.0,1.0,win,20.0,improvement,2.0,,2022-01-20 10:38:34,3.61538,102.0,1,1.0,1.0
60,2022-01-20 10:36:36,3,105.0,2.0,medium,1,100,100,9.0,2022-01-20 10:36:52,5.0,4.0,0,334.0,2.0,multiple,Nice try!  Hint: 9 is a multiple.,3.0,2022-01-20 10:37:34,0.0,1.0,25,good,0.0,,,100.0,1.0,win,20.0,improvement,2.0,,2022-01-20 10:38:34,3.61538,102.0,1,1.0,1.0
60,2022-01-20 10:36:36,3,105.0,2.0,medium,1,100,100,9.0,2022-01-20 10:36:52,5.0,4.0,0,335.0,2.0,multiple,Nice try!  Hint: 45 is a multiple.,4.0,2022-01-20 10:37:47,0.0,0.6666666666666666,81,bad,0.0,,,100.0,1.0,win,20.0,improvement,2.0,,2022-01-20 10:38:34,3.61538,102.0,1,1.0,1.0
60,2022-01-20 10:36:36,3,105.0,2.0,medium,1,100,100,9.0,2022-01-20 10:36:52,5.0,4.0,0,336.0,,,,,2022-01-20 10:38:34,0.0,0.6666666666666666,9,,0.0,,,100.0,1.0,win,20.0,improvement,2.0,,2022-01-20 10:38:34,3.61538,102.0,1,1.0,1.0
60,2022-01-20 10:36:36,3,107.0,2.0,medium,1,100,100,33.0,2022-01-20 10:40:07,3.0,2.0,0,341.0,2.0,multiple,Nice try!  Hint: 33 is a multiple.,1.0,2022-01-20 10:40:12,0.0,0.8333333333333334,36,,0.0,,,102.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-20 10:40:27,1.6,20.0,1,0.6666666666666666,1.0
60,2022-01-20 10:36:36,3,107.0,2.0,medium,1,100,100,33.0,2022-01-20 10:40:07,3.0,2.0,0,342.0,1.0,factor,Nice try!  Hint: It is divisible by 11.,2.0,2022-01-20 10:40:20,0.0,0.8571428571428571,11,good,0.0,,,102.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-20 10:40:27,1.6,20.0,1,0.6666666666666666,1.0
60,2022-01-20 10:36:36,3,107.0,2.0,medium,1,100,100,33.0,2022-01-20 10:40:07,3.0,2.0,0,343.0,,,,,2022-01-20 10:40:27,0.0,0.8571428571428571,33,,0.0,,,102.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-20 10:40:27,1.6,20.0,1,0.6666666666666666,1.0
61,2022-01-20 15:07:17,2,109.0,1.0,easy,1,10,10,7.0,2022-01-20 15:07:25,3.0,2.0,0,346.0,2.0,multiple,Nice try!  Hint: 14 is a multiple.,1.0,2022-01-20 15:07:29,0.0,,2,,0.0,,,103.0,1.0,win,80.0,improvement,2.0,,2022-01-20 15:07:39,2.33333,14.0,1,1.0,1.0
61,2022-01-20 15:07:17,2,109.0,1.0,easy,1,10,10,7.0,2022-01-20 15:07:25,3.0,2.0,0,347.0,2.0,multiple,Nice try!  Hint: 35 is a multiple.,2.0,2022-01-20 15:07:36,0.0,0.0,5,bad,0.0,,,103.0,1.0,win,80.0,improvement,2.0,,2022-01-20 15:07:39,2.33333,14.0,1,1.0,1.0
61,2022-01-20 15:07:17,2,109.0,1.0,easy,1,10,10,7.0,2022-01-20 15:07:25,3.0,2.0,0,348.0,,,,,2022-01-20 15:07:39,0.0,0.0,7,,0.0,,,103.0,1.0,win,80.0,improvement,2.0,,2022-01-20 15:07:39,2.33333,14.0,1,1.0,1.0
61,2022-01-20 15:07:17,2,110.0,1.0,easy,1,10,10,6.0,2022-01-20 15:07:50,3.0,2.0,0,349.0,1.0,factor,Nice try!  Hint: It is divisible by 3.,1.0,2022-01-20 15:07:55,0.0,0.0,5,,0.0,,,104.0,1.0,win,80.0,improvement,1.0,,2022-01-20 15:08:10,1.6,20.0,1,1.0,0.0
61,2022-01-20 15:07:17,2,110.0,1.0,easy,1,10,10,6.0,2022-01-20 15:07:50,3.0,2.0,0,350.0,3.0,prime,Nice try!  Hint: It has 2 prime factor(s).,2.0,2022-01-20 15:08:03,0.0,0.0,1,bad,0.0,,,104.0,1.0,win,80.0,improvement,1.0,,2022-01-20 15:08:10,1.6,20.0,1,1.0,0.0
61,2022-01-20 15:07:17,2,110.0,1.0,easy,1,10,10,6.0,2022-01-20 15:07:50,3.0,2.0,0,351.0,,,,,2022-01-20 15:08:10,0.0,0.0,6,,0.0,,,104.0,1.0,win,80.0,improvement,1.0,,2022-01-20 15:08:10,1.6,20.0,1,1.0,0.0
64,2022-01-21 20:31:20,2,111.0,1.0,easy,1,10,10,7.0,2022-01-21 20:31:27,2.0,1.0,0,352.0,2.0,multiple,Nice try!  Hint: 28 is a multiple.,1.0,2022-01-21 20:31:32,0.0,,2,,0.0,,,105.0,1.0,win,90.0,,,,2022-01-21 20:31:36,1.25,9.0,1,1.0,1.0
64,2022-01-21 20:31:20,2,111.0,1.0,easy,1,10,10,7.0,2022-01-21 20:31:27,2.0,1.0,0,353.0,,,,,2022-01-21 20:31:36,0.0,,7,,0.0,,,105.0,1.0,win,90.0,,,,2022-01-21 20:31:36,1.25,9.0,1,1.0,1.0
64,2022-01-21 20:31:20,2,112.0,1.0,easy,1,10,10,8.0,2022-01-21 20:31:40,3.0,2.0,0,354.0,1.0,factor,Nice try!  Hint: It has 4 factor(s).,1.0,2022-01-21 20:31:44,0.0,,4,,0.0,,,106.0,1.0,win,80.0,,,,2022-01-21 20:31:57,2.0,17.0,1,1.0,0.0
64,2022-01-21 20:31:20,2,112.0,1.0,easy,1,10,10,8.0,2022-01-21 20:31:40,3.0,2.0,0,355.0,1.0,factor,Nice try!  Hint: It is divisible by 4.,2.0,2022-01-21 20:31:49,0.0,1.0,6,good,0.0,,,106.0,1.0,win,80.0,,,,2022-01-21 20:31:57,2.0,17.0,1,1.0,0.0
64,2022-01-21 20:31:20,2,112.0,1.0,easy,1,10,10,8.0,2022-01-21 20:31:40,3.0,2.0,0,356.0,,,,,2022-01-21 20:31:57,0.0,1.0,8,,0.0,,,106.0,1.0,win,80.0,,,,2022-01-21 20:31:57,2.0,17.0,1,1.0,0.0
65,2022-01-21 20:45:20,2,113.0,1.0,easy,1,10,10,3.0,2022-01-21 20:45:30,3.0,2.0,0,357.0,2.0,multiple,Nice try!  Hint: 12 is a multiple.,1.0,2022-01-21 20:45:34,0.0,,1,,0.0,,,107.0,1.0,win,80.0,,,,2022-01-21 20:45:43,1.25,13.0,1,1.0,1.0
65,2022-01-21 20:45:20,2,113.0,1.0,easy,1,10,10,3.0,2022-01-21 20:45:30,3.0,2.0,0,358.0,3.0,prime,Nice try!  Hint: It is a prime number.,2.0,2022-01-21 20:45:38,0.0,1.0,6,good,0.0,,,107.0,1.0,win,80.0,,,,2022-01-21 20:45:43,1.25,13.0,1,1.0,1.0
65,2022-01-21 20:45:20,2,113.0,1.0,easy,1,10,10,3.0,2022-01-21 20:45:30,3.0,2.0,0,359.0,,,,,2022-01-21 20:45:43,0.0,1.0,3,,0.0,,,107.0,1.0,win,80.0,,,,2022-01-21 20:45:43,1.25,13.0,1,1.0,1.0
65,2022-01-21 20:45:20,2,114.0,1.0,easy,1,10,10,5.0,2022-01-21 20:45:46,3.0,2.0,0,360.0,4.0,even_odd,Nice try!  Hint: It is an odd number.,1.0,2022-01-21 20:45:53,0.0,1.0,10,,0.0,,,108.0,1.0,win,80.0,,,,2022-01-21 20:46:03,1.4,17.0,1,1.0,0.0
65,2022-01-21 20:45:20,2,114.0,1.0,easy,1,10,10,5.0,2022-01-21 20:45:46,3.0,2.0,0,361.0,2.0,multiple,Nice try!  Hint: 20 is a multiple.,2.0,2022-01-21 20:45:58,0.0,1.0,7,good,0.0,,,108.0,1.0,win,80.0,,,,2022-01-21 20:46:03,1.4,17.0,1,1.0,0.0
65,2022-01-21 20:45:20,2,114.0,1.0,easy,1,10,10,5.0,2022-01-21 20:45:46,3.0,2.0,0,362.0,,,,,2022-01-21 20:46:03,0.0,1.0,5,,0.0,,,108.0,1.0,win,80.0,,,,2022-01-21 20:46:03,1.4,17.0,1,1.0,0.0
67,2022-01-21 20:54:43,4,115.0,1.0,easy,1,10,10,9.0,2022-01-21 20:54:50,3.0,2.0,0,363.0,2.0,multiple,Nice try!  Hint: 18 is a multiple.,1.0,2022-01-21 20:54:54,0.0,,5,,0.0,,,109.0,1.0,win,80.0,,,,2022-01-21 20:55:03,1.0,13.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,115.0,1.0,easy,1,10,10,9.0,2022-01-21 20:54:50,3.0,2.0,0,364.0,5.0,perfect_square,Nice try!  Hint: It is a perfect square.,2.0,2022-01-21 20:54:58,0.0,1.0,6,good,0.0,,,109.0,1.0,win,80.0,,,,2022-01-21 20:55:03,1.0,13.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,115.0,1.0,easy,1,10,10,9.0,2022-01-21 20:54:50,3.0,2.0,0,365.0,,,,,2022-01-21 20:55:02,0.0,1.0,9,,0.0,,,109.0,1.0,win,80.0,,,,2022-01-21 20:55:03,1.0,13.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,116.0,1.0,easy,1,10,10,5.0,2022-01-21 20:55:05,2.0,1.0,0,366.0,2.0,multiple,Nice try!  Hint: 15 is a multiple.,1.0,2022-01-21 20:55:11,0.0,1.0,4,,0.0,,,110.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-21 20:55:15,1.5,10.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,116.0,1.0,easy,1,10,10,5.0,2022-01-21 20:55:05,2.0,1.0,0,367.0,,,,,2022-01-21 20:55:15,0.0,1.0,5,,0.0,,,110.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-21 20:55:15,1.5,10.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,117.0,2.0,medium,1,100,100,32.0,2022-01-21 20:55:23,3.0,2.0,0,368.0,7.0,digit_sum,Nice try!  Hint: The sum of its digits is 5.,1.0,2022-01-21 20:55:28,0.0,1.0,12,,0.0,,,111.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-21 20:55:44,1.8,21.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,117.0,2.0,medium,1,100,100,32.0,2022-01-21 20:55:23,3.0,2.0,0,369.0,1.0,factor,Nice try!  Hint: It is divisible by 16.,2.0,2022-01-21 20:55:37,0.0,1.0,41,good,0.0,,,111.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-21 20:55:44,1.8,21.0,1,1.0,1.0
67,2022-01-21 20:54:43,4,117.0,2.0,medium,1,100,100,32.0,2022-01-21 20:55:23,3.0,2.0,0,370.0,,,,,2022-01-21 20:55:44,0.0,1.0,32,,0.0,,,111.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-21 20:55:44,1.8,21.0,1,1.0,1.0
73,2022-01-29 14:49:11,1,120.0,2.0,medium,1,100,100,34.0,2022-01-29 14:49:18,5.0,4.0,0,374.0,4.0,even_odd,Nice try!  Hint: 1 of its digits is a even number.,1.0,2022-01-29 14:49:24,0.0,,60,,0.0,,,113.0,1.0,win,20.0,,,,2022-01-29 14:49:56,1.83333,38.0,1,1.0,1.0
73,2022-01-29 14:49:11,1,120.0,2.0,medium,1,100,100,34.0,2022-01-29 14:49:18,5.0,4.0,0,375.0,2.0,multiple,Nice try!  Hint: 170 is a multiple.,2.0,2022-01-29 14:49:32,0.0,1.0,54,good,0.0,,,113.0,1.0,win,20.0,,,,2022-01-29 14:49:56,1.83333,38.0,1,1.0,1.0
73,2022-01-29 14:49:11,1,120.0,2.0,medium,1,100,100,34.0,2022-01-29 14:49:18,5.0,4.0,0,376.0,7.0,digit_sum,Nice try!  Hint: The sum of its digits is 7.,3.0,2022-01-29 14:49:39,0.0,1.0,85,good,0.0,,,113.0,1.0,win,20.0,,,,2022-01-29 14:49:56,1.83333,38.0,1,1.0,1.0
73,2022-01-29 14:49:11,1,120.0,2.0,medium,1,100,100,34.0,2022-01-29 14:49:18,5.0,4.0,0,377.0,2.0,multiple,Nice try!  Hint: 68 is a multiple.,4.0,2022-01-29 14:49:50,0.0,1.0,43,good,0.0,,,113.0,1.0,win,20.0,,,,2022-01-29 14:49:56,1.83333,38.0,1,1.0,1.0
73,2022-01-29 14:49:11,1,120.0,2.0,medium,1,100,100,34.0,2022-01-29 14:49:18,5.0,4.0,0,378.0,,,,,2022-01-29 14:49:56,0.0,1.0,34,,0.0,,,113.0,1.0,win,20.0,,,,2022-01-29 14:49:56,1.83333,38.0,1,1.0,1.0
74,2022-01-29 14:54:05,1,121.0,2.0,medium,1,100,100,17.0,2022-01-29 14:54:12,4.0,3.0,0,379.0,3.0,prime,Nice try!  Hint: 1 of its digits is a prime number.,1.0,2022-01-29 14:54:16,0.0,,3,,0.0,,,114.0,1.0,win,40.0,,,,2022-01-29 14:54:50,4.5,38.0,1,1.0,1.0
74,2022-01-29 14:54:05,1,121.0,2.0,medium,1,100,100,17.0,2022-01-29 14:54:12,4.0,3.0,0,380.0,6.0,perfect_cube,Nice try!  Hint: 1 of its digits is a perfect cube.,2.0,2022-01-29 14:54:21,0.0,1.0,34,good,0.0,,,114.0,1.0,win,40.0,,,,2022-01-29 14:54:50,4.5,38.0,1,1.0,1.0
74,2022-01-29 14:54:05,1,121.0,2.0,medium,1,100,100,17.0,2022-01-29 14:54:12,4.0,3.0,0,381.0,7.0,digit_sum,Nice try!  Hint: The sum of its digits is 8.,3.0,2022-01-29 14:54:32,0.0,1.0,38,good,0.0,,,114.0,1.0,win,40.0,,,,2022-01-29 14:54:50,4.5,38.0,1,1.0,1.0
74,2022-01-29 14:54:05,1,121.0,2.0,medium,1,100,100,17.0,2022-01-29 14:54:12,4.0,3.0,0,382.0,,,,,2022-01-29 14:54:50,0.0,1.0,17,,0.0,,,114.0,1.0,win,40.0,,,,2022-01-29 14:54:50,4.5,38.0,1,1.0,1.0
75,2022-01-29 14:58:16,2,124.0,4.0,custom,3,11,9,9.0,2022-01-29 14:58:33,5.0,2.0,2,383.0,,,,,2022-01-29 14:58:37,0.0,,1,,1.0,5.0,out_of_range,115.0,1.0,win,60.0,,,,2022-01-29 14:58:57,1.25,24.0,1,1.0,1.0
75,2022-01-29 14:58:16,2,124.0,4.0,custom,3,11,9,9.0,2022-01-29 14:58:33,5.0,2.0,2,384.0,,,,,2022-01-29 14:58:42,0.0,,4.3,,1.0,4.0,non_integer,115.0,1.0,win,60.0,,,,2022-01-29 14:58:57,1.25,24.0,1,1.0,1.0
75,2022-01-29 14:58:16,2,124.0,4.0,custom,3,11,9,9.0,2022-01-29 14:58:33,5.0,2.0,2,385.0,5.0,perfect_square,Nice try!  Hint: It is a perfect square.,1.0,2022-01-29 14:58:47,0.0,,5,,0.0,,,115.0,1.0,win,60.0,,,,2022-01-29 14:58:57,1.25,24.0,1,1.0,1.0
75,2022-01-29 14:58:16,2,124.0,4.0,custom,3,11,9,9.0,2022-01-29 14:58:33,5.0,2.0,2,386.0,2.0,multiple,Nice try!  Hint: 27 is a multiple.,2.0,2022-01-29 14:58:52,0.0,1.0,4,good,0.0,,,115.0,1.0,win,60.0,,,,2022-01-29 14:58:57,1.25,24.0,1,1.0,1.0
75,2022-01-29 14:58:16,2,124.0,4.0,custom,3,11,9,9.0,2022-01-29 14:58:33,5.0,2.0,2,387.0,,,,,2022-01-29 14:58:57,0.0,1.0,9,,0.0,,,115.0,1.0,win,60.0,,,,2022-01-29 14:58:57,1.25,24.0,1,1.0,1.0
75,2022-01-29 14:58:16,2,125.0,3.0,hard,1,1000,1000,918.0,2022-01-29 14:59:03,4.0,3.0,0,388.0,1.0,factor,Nice try!  Hint: It is divisible by 34.,1.0,2022-01-29 14:59:12,0.0,1.0,300,,0.0,,,116.0,1.0,win,25.0,recommendation,,target score,2022-01-29 15:00:36,9.0,93.0,1,1.0,0.0
75,2022-01-29 14:58:16,2,125.0,3.0,hard,1,1000,1000,918.0,2022-01-29 14:59:03,4.0,3.0,0,389.0,1.0,factor,Nice try!  Hint: It is divisible by 18.,2.0,2022-01-29 14:59:18,0.0,1.0,340,good,0.0,,,116.0,1.0,win,25.0,recommendation,,target score,2022-01-29 15:00:36,9.0,93.0,1,1.0,0.0
75,2022-01-29 14:58:16,2,125.0,3.0,hard,1,1000,1000,918.0,2022-01-29 14:59:03,4.0,3.0,0,390.0,3.0,prime,Nice try!  Hint: None of its digits are prime numbers.,3.0,2022-01-29 15:00:12,0.0,1.0,306,good,0.0,,,116.0,1.0,win,25.0,recommendation,,target score,2022-01-29 15:00:36,9.0,93.0,1,1.0,0.0
75,2022-01-29 14:58:16,2,125.0,3.0,hard,1,1000,1000,918.0,2022-01-29 14:59:03,4.0,3.0,0,391.0,,,,,2022-01-29 15:00:36,0.0,1.0,918,,0.0,,,116.0,1.0,win,25.0,recommendation,,target score,2022-01-29 15:00:36,9.0,93.0,1,1.0,0.0
77,2022-01-29 19:10:23,1,127.0,4.0,custom,1,1000,1000,532.0,2022-01-29 19:10:34,5.0,4.0,0,392.0,1.0,factor,Nice try!  Hint: It is divisible by 7.,1.0,2022-01-29 19:10:45,0.0,,200,,0.0,,,117.0,1.0,win,60.0,,,,2022-01-29 19:12:57,14.4,143.0,1,1.0,0.0
77,2022-01-29 19:10:23,1,127.0,4.0,custom,1,1000,1000,532.0,2022-01-29 19:10:34,5.0,4.0,0,393.0,1.0,factor,Nice try!  Hint: It is divisible by 133.,2.0,2022-01-29 19:10:50,0.0,1.0,700,good,0.0,,,117.0,1.0,win,60.0,,,,2022-01-29 19:12:57,14.4,143.0,1,1.0,0.0
77,2022-01-29 19:10:23,1,127.0,4.0,custom,1,1000,1000,532.0,2022-01-29 19:10:34,5.0,4.0,0,394.0,1.0,factor,Nice try!  Hint: It is divisible by 38.,3.0,2022-01-29 19:12:02,0.0,1.0,133,good,0.0,,,117.0,1.0,win,60.0,,,,2022-01-29 19:12:57,14.4,143.0,1,1.0,0.0
77,2022-01-29 19:10:23,1,127.0,4.0,custom,1,1000,1000,532.0,2022-01-29 19:10:34,5.0,4.0,0,395.0,7.0,digit_sum,Nice try!  Hint: The sum of its digits is 10.,4.0,2022-01-29 19:12:28,0.0,1.0,266,good,0.0,,,117.0,1.0,win,60.0,,,,2022-01-29 19:12:57,14.4,143.0,1,1.0,0.0
77,2022-01-29 19:10:23,1,127.0,4.0,custom,1,1000,1000,532.0,2022-01-29 19:10:34,5.0,4.0,0,396.0,,,,,2022-01-29 19:12:57,0.0,1.0,532,,0.0,,,117.0,1.0,win,60.0,,,,2022-01-29 19:12:57,14.4,143.0,1,1.0,0.0
78,2022-01-29 22:58:56,1,128.0,4.0,custom,1,1000,1000,793.0,2022-01-29 22:59:09,5.0,4.0,0,397.0,1.0,factor,Nice try!  Hint: None of its digits are factors.,1.0,2022-01-29 22:59:14,0.0,,500,,0.0,,,118.0,1.0,win,60.0,improvement,2.0,,2022-01-29 23:02:51,20.4,222.0,1,1.0,0.0
78,2022-01-29 22:58:56,1,128.0,4.0,custom,1,1000,1000,793.0,2022-01-29 22:59:09,5.0,4.0,0,398.0,1.0,factor,Nice try!  Hint: It is divisible by 13.,2.0,2022-01-29 22:59:49,0.0,1.0,503,good,0.0,,,118.0,1.0,win,60.0,improvement,2.0,,2022-01-29 23:02:51,20.4,222.0,1,1.0,0.0
78,2022-01-29 22:58:56,1,128.0,4.0,custom,1,1000,1000,793.0,2022-01-29 22:59:09,5.0,4.0,0,399.0,2.0,multiple,Nice try!  Hint: 3172 is a multiple.,3.0,2022-01-29 23:00:41,0.0,1.0,78,good,0.0,,,118.0,1.0,win,60.0,improvement,2.0,,2022-01-29 23:02:51,20.4,222.0,1,1.0,0.0
78,2022-01-29 22:58:56,1,128.0,4.0,custom,1,1000,1000,793.0,2022-01-29 22:59:09,5.0,4.0,0,400.0,1.0,factor,Nice try!  Hint: It is divisible by 61.,4.0,2022-01-29 23:01:09,0.0,0.6666666666666666,768,bad,0.0,,,118.0,1.0,win,60.0,improvement,2.0,,2022-01-29 23:02:51,20.4,222.0,1,1.0,0.0
